0118,2
0004,2
0006,2
0020,2
0038,2
0052,2
0054,4
0061,2
0063,2
0093,2
0097,2
0112,4
0120,2
0053,2
0107,2
0113,2
0113,2
0107,2
0097,2
0120,2
0110,2
0120,2
0079,2
0079,2
0004,2
0108,2
0120,2
0075,2
0099,2
0120,2
0044,2
0120,2
0043,2
0021,2
0057,2
0061,2
0061,2
0065,2
0097,2
0110,2
0117,2
0012,4
0047,2
0074,2
0049,2
0016,5
0030,2
0058,2
0030,2
0049,2
0049,2
0005,2
0030,2
0030,2
0025,2
0058,2
0087,2
0104,2
0130,4
0004,2
0030,2
0046,7
0104,2
0031,2
0104,2
0014,2
0128,2
0128,6
0128,4
0044,4
0128,2
0038,2
0066,2
0031,2
0034,2
0055,5
0030,2
0034,5
0032,7
0053,7
0030,2
0060,5
0092,2
0092,5
0031,2
0030,5
0031,5
0033,5
0039,2
0030,2
0088,2
0054,5
0114,2
0025,5
0044,5
0047,5
0048,7
0088,5
0103,5
0104,5
0126,5
0002,5
0012,5
0013,5
0027,5
0028,5
0035,5
0040,5
0043,7
0044,2
0058,4
0072,5
0073,5
0081,7
0083,2
0087,5
0089,7
0096,11
0097,7
0103,4
0104,2
0114,5
0047,2
0049,4
0058,2
0087,2
0049,2
0073,2
0080,2
0002,2
0003,7
0004,7
0005,7
0006,7
0007,7
0008,7
0009,7
0010,7
0011,7
0012,2
0013,2
0014,7
0016,2
0017,7
0018,7
0019,7
0020,7
0021,7
0022,7
0023,7
0024,7
0025,2
0026,7
0027,2
0028,2
0030,2
0031,2
0032,2
0033,2
0034,2
0035,2
0036,7
0037,7
0038,7
0039,7
0040,2
0042,7
0043,2
0044,2
0045,7
0046,2
0047,2
0048,2
0049,7
0050,9
0052,7
0053,2
0054,2
0055,2
0056,7
0057,9
0058,11
0060,2
0061,7
0062,7
0063,7
0064,7
0065,7
0066,7
0067,7
0068,7
0069,7
0070,7
0071,7
0072,2
0073,2
0074,7
0075,7
0076,7
0077,7
0078,7
0079,7
0080,2
0081,2
0082,7
0083,7
0084,9
0085,7
0086,7
0087,2
0088,2
0089,2
0090,9
0092,2
0093,7
0094,7
0095,5
0098,7
0099,7
0101,7
0102,7
0105,7
0106,7
0107,7
0108,9
0109,7
0110,7
0111,7
0112,7
0113,7
0114,2
0115,7
0116,7
0117,7
0118,7
0119,7
0120,7
0121,7
0122,7
0124,7
0126,2
0127,7
0128,7
0129,7
0130,7
0080,5
0006,2
0003,2
0052,2
0065,2
0082,2
0106,2
0113,2
0074,2
0074,2
0060,4
0016,2
0113,2
0016,2
0060,2
0107,6
0113,4
0031,2
0002,2
0002,2
0093,2
0033,2
0034,2
0033,2
0067,2
0074,2
0049,4
0008,2
0019,2
0008,2
0019,2
0020,2
0049,2
0052,2
0063,2
0070,2
0113,2
0043,2
0061,2
0077,2
0085,2
0089,2
0036,2
0102,2
0005,2
0062,2
0097,2
0042,2
0067,2
0003,2
0073,2
0062,2
0004,2
0113,2
0010,2
0094,2
0027,2
0061,8
0073,2
0079,2
0097,2
0102,2
0104,2
0122,2
0127,2
0128,4
0048,2
0061,6
0127,2
0080,4
0004,2
0118,2
0097,2
0104,2
0004,2
0038,2
0060,2
0102,2
0104,2
0122,2
0127,6
0128,4
0055,2
0008,4
0004,4
0006,2
0038,2
0102,2
0071,2
0085,2
0006,2
0037,2
0071,2
0127,2
0128,2
0008,2
0038,2
0060,2
0077,2
0033,2
0034,2
0004,2
0016,2
0008,2
0033,2
0034,2
0025,2
0053,2
0113,2
0046,6
0048,2
0087,2
0093,2
0120,2
0045,2
0043,19
0010,2
0011,2
0016,2
0079,2
0080,2
0095,2
0099,2
0105,2
0014,2
0018,2
0050,2
0060,4
0062,2
0074,2
0080,2
0098,2
0102,2
0114,6
0120,2
0110,4
0017,2
0031,2
0002,2
0003,4
0005,4
0006,10
0007,2
0011,6
0012,8
0013,2
0014,2
0018,8
0019,6
0020,8
0021,2
0025,2
0026,6
0027,4
0028,8
0030,4
0031,16
0032,4
0034,2
0035,4
0036,2
0037,4
0038,10
0039,2
0040,4
0044,4
0045,8
0046,10
0047,2
0048,2
0049,4
0052,2
0053,12
0054,2
0057,4
0058,4
0060,4
0061,10
0062,4
0063,4
0064,6
0065,6
0066,4
0068,4
0069,4
0070,2
0071,2
0072,8
0074,6
0075,2
0076,6
0077,6
0079,4
0080,10
0081,2
0082,2
0083,4
0085,6
0086,6
0087,4
0089,6
0092,4
0093,4
0095,8
0097,2
0098,4
0099,4
0103,6
0104,8
0105,2
0107,8
0109,2
0110,4
0111,4
0113,2
0114,2
0117,4
0118,6
0120,2
0121,4
0124,2
0126,2
0127,2
0128,4
0129,4
0130,6
0002,3
0003,3
0004,3
0005,3
0006,3
0007,3
0008,3
0009,3
0010,3
0011,3
0012,3
0013,3
0014,3
0016,3
0017,3
0018,3
0019,3
0020,3
0021,3
0022,3
0023,3
0024,3
0025,3
0026,3
0027,3
0028,3
0030,3
0031,3
0032,3
0033,3
0034,3
0035,3
0036,5
0037,3
0038,5
0039,3
0040,3
0042,3
0043,3
0044,3
0045,3
0046,3
0047,3
0048,3
0049,3
0050,3
0052,3
0053,3
0054,3
0055,3
0056,3
0057,3
0058,3
0060,5
0061,3
0062,3
0063,3
0064,3
0065,3
0066,3
0067,3
0068,3
0069,5
0070,3
0071,3
0072,3
0073,5
0074,3
0075,3
0076,5
0077,3
0078,3
0079,3
0080,3
0081,3
0082,3
0083,3
0084,3
0085,3
0086,3
0087,3
0088,3
0089,3
0090,3
0092,3
0093,3
0094,3
0095,3
0096,3
0097,3
0098,3
0099,3
0101,3
0102,3
0103,3
0104,3
0105,3
0106,3
0107,3
0108,5
0109,3
0110,3
0111,3
0112,3
0113,3
0114,3
0115,3
0116,3
0117,3
0118,3
0119,3
0120,3
0121,5
0122,3
0124,3
0126,3
0127,3
0128,3
0129,3
0130,5
0057,2
0049,4
0020,4
0021,2
0026,2
0049,2
0055,2
0063,2
0037,2
0038,2
0126,2
0022,2
0089,2
0098,4
0104,4
0105,6
0114,2
0078,2
0084,2
0115,2
0022,2
0093,2
0065,2
0084,2
0097,2
0027,2
0030,2
0075,2
0061,2
0012,4
0020,6
0083,2
0096,2
0006,2
0002,3
0003,3
0004,3
0005,3
0006,3
0007,3
0008,3
0009,3
0010,3
0011,3
0012,3
0013,3
0014,3
0016,5
0017,3
0018,3
0019,3
0020,3
0021,3
0022,3
0023,5
0024,3
0025,3
0026,3
0027,3
